GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent)
A. Fuel combustion     Reference approach(2),43610.499827224754,,,,,Summary1.As1,HUNGARY,2018,Subsector,1. Energy,
                                           Sectoral approach(2),43825.073570027496,22.16062618012366,1.11960654677533,,,Summary1.As1,HUNGARY,2018,Subsector,1. Energy,
1.  Energy industries,13011.340373990924,1.02619075846661,0.19976068998886,,,Summary1.As1,HUNGARY,2018,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,5184.755184692881,0.47819773875568,0.09828052363201,,,Summary1.As1,HUNGARY,2018,Subsector,1. Energy,
3.  Transport,13765.377219523194,0.92855663635923,0.50465304305616,,,Summary1.As1,HUNGARY,2018,Subsector,1. Energy,
4.  Other sectors,11787.162321820497,19.72335627654214,0.3160293000983,,,Summary1.As1,HUNGARY,2018,Subsector,1. Energy,
5.  Other,76.43847,0.00432477,0.00088299,,,Summary1.As1,HUNGARY,2018,Subsector,1. Energy,
B. Fugitive emissions from fuels,147.2010061141259,67.8359050569574,0.00104388479822,,,Summary1.As1,HUNGARY,2018,Subsector,1. Energy,
1.  Solid fuels,7.502712,1.2211001275,1.048963e-08,,,Summary1.As1,HUNGARY,2018,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,139.6982941141259,66.6148049294574,0.00104387430859,,,Summary1.As1,HUNGARY,2018,Subsector,1. Energy,
B.  Chemical industry,2500.8270884246467,1.85838309932,0.12199036802598,,,Summary1.As1,HUNGARY,2018,Subsector,2.  Industrial processes and product use,
C.  Metal industry,1356.220932007578,0.21329646486071,,,,Summary1.As1,HUNGARY,2018,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,100.6057487003892,,,,,Summary1.As1,HUNGARY,2018,Subsector,2.  Industrial processes and product use,
F.  Product uses as substitutes for ODS,,,,1.29949303094191,,Summary1.As1,HUNGARY,2018,Subsector,2.  Industrial processes and product use,1782.0505419041967
G.  Other product manufacture and use ,,,0.56761615151515,,0.00423521921446,Summary1.As1,HUNGARY,2018,Subsector,2.  Industrial processes and product use,
H.  Other(3),,,,,,Summary1.As1,HUNGARY,2018,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),43753.41617450798,,,,,Summary1.As1,HUNGARY,2019,Subsector,1. Energy,
                                           Sectoral approach(2),43737.52603691773,20.79888276481802,1.12886784309837,,,Summary1.As1,HUNGARY,2019,Subsector,1. Energy,
1.  Energy industries,12504.852835688249,0.9855881389404,0.18431854145201,,,Summary1.As1,HUNGARY,2019,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,5102.425783368018,0.54547510902708,0.10597237129172,,,Summary1.As1,HUNGARY,2019,Subsector,1. Energy,
3.  Transport,14594.6334663047,0.95751686396386,0.53842741644758,,,Summary1.As1,HUNGARY,2019,Subsector,1. Energy,
4.  Other sectors,11467.882438223438,18.30647647288668,0.29936242390706,,,Summary1.As1,HUNGARY,2019,Subsector,1. Energy,
5.  Other,67.73151333333333,0.00382618,0.00078709,,,Summary1.As1,HUNGARY,2019,Subsector,1. Energy,
B. Fugitive emissions from fuels,149.4434460755135,67.18486640345681,0.00117435214017,,,Summary1.As1,HUNGARY,2019,Subsector,1. Energy,
1.  Solid fuels,9.0191052,1.2694870375,1.392796e-08,,,Summary1.As1,HUNGARY,2019,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,140.42434087551348,65.91537936595681,0.00117433821221,,,Summary1.As1,HUNGARY,2019,Subsector,1. Energy,
B.  Chemical industry,2387.8512310087785,1.721930665,0.10776522203399,,,Summary1.As1,HUNGARY,2019,Subsector,2.  Industrial processes and product use,
C.  Metal industry,1218.1007328603876,0.18856596869495,,,,Summary1.As1,HUNGARY,2019,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,104.32858754435196,,,,,Summary1.As1,HUNGARY,2019,Subsector,2.  Industrial processes and product use,
F.  Product uses as substitutes for ODS,,,,1.36284667725374,,Summary1.As1,HUNGARY,2019,Subsector,2.  Industrial processes and product use,1823.010146266552
G.  Other product manufacture and use ,,,0.59546078787879,,0.00443587034671,Summary1.As1,HUNGARY,2019,Subsector,2.  Industrial processes and product use,
H.  Other(3),,,,,,Summary1.As1,HUNGARY,2019,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),41773.80209565895,,,,,Summary1.As1,HUNGARY,2020,Subsector,1. Energy,
                                           Sectoral approach(2),41805.975865080094,20.46258422218475,1.05422864133789,,,Summary1.As1,HUNGARY,2020,Subsector,1. Energy,
1.  Energy industries,12261.035784732125,0.963046607692,0.178079845335,,,Summary1.As1,HUNGARY,2020,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,4926.726869725722,0.54104463456433,0.10638564174906,,,Summary1.As1,HUNGARY,2020,Subsector,1. Energy,
3.  Transport,12490.123503147111,0.81187738692651,0.46863509802637,,,Summary1.As1,HUNGARY,2020,Subsector,1. Energy,
4.  Other sectors,12054.296231808466,18.14295057800191,0.30013362872746,,,Summary1.As1,HUNGARY,2020,Subsector,1. Energy,
5.  Other,73.79347566666667,0.003665015,0.0009944275,,,Summary1.As1,HUNGARY,2020,Subsector,1. Energy,
B. Fugitive emissions from fuels,162.0763879233051,66.4034977247097,0.00095293432956,,,Summary1.As1,HUNGARY,2020,Subsector,1. Energy,
1.  Solid fuels,28.669,1.26617828125,4.922556e-08,,,Summary1.As1,HUNGARY,2020,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,133.4073879233051,65.1373194434597,0.000952885104,,,Summary1.As1,HUNGARY,2020,Subsector,1. Energy,
B.  Chemical industry,2578.8958539330574,1.79925504488,0.11062266259578,,,Summary1.As1,HUNGARY,2020,Subsector,2.  Industrial processes and product use,
C.  Metal industry,1109.5920135910387,0.17072885437814,,,,Summary1.As1,HUNGARY,2020,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,101.83974137236063,,,,,Summary1.As1,HUNGARY,2020,Subsector,2.  Industrial processes and product use,
F.  Product uses as substitutes for ODS,,,,1.64311250263407,,Summary1.As1,HUNGARY,2020,Subsector,2.  Industrial processes and product use,1848.6851459037289
G.  Other product manufacture and use ,,,0.77411275757576,,0.00472065526233,Summary1.As1,HUNGARY,2020,Subsector,2.  Industrial processes and product use,
H.  Other(3),,,,,,Summary1.As1,HUNGARY,2020,Subsector,2.  Industrial processes and product use,
A. Fuel combustion     Reference approach(2),43401.48291330982,,,,,Summary1.As1,HUNGARY,2021,Subsector,1. Energy,
                                           Sectoral approach(2),43281.63058336864,21.17724772177303,1.12781278825092,,,Summary1.As1,HUNGARY,2021,Subsector,1. Energy,
1.  Energy industries,11422.63648873158,1.01127086591128,0.1750990284546,,,Summary1.As1,HUNGARY,2021,Subsector,1. Energy,
2.  Manufacturing industries and construction                          ,5160.204434520884,0.65405329950005,0.12174211669938,,,Summary1.As1,HUNGARY,2021,Subsector,1. Energy,
3.  Transport,13834.20640308984,0.83176491003,0.5219589823077,,,Summary1.As1,HUNGARY,2021,Subsector,1. Energy,
4.  Other sectors,12759.03250082633,18.6757452803317,0.30731738928924,,,Summary1.As1,HUNGARY,2021,Subsector,1. Energy,
5.  Other,105.5507562,0.004413366,0.0016952715,,,Summary1.As1,HUNGARY,2021,Subsector,1. Energy,
B. Fugitive emissions from fuels,138.4085710368219,65.01973623973429,0.00111672658655,,,Summary1.As1,HUNGARY,2021,Subsector,1. Energy,
1.  Solid fuels,6.802,1.13935511,1.234767e-08,,,Summary1.As1,HUNGARY,2021,Subsector,1. Energy,
2.  Oil and natural gas and other emissions from energy production,131.60657103682192,63.88038112973429,0.00111671423888,,,Summary1.As1,HUNGARY,2021,Subsector,1. Energy,
B.  Chemical industry,2606.320917514283,1.90566201732,0.10968283072702,,,Summary1.As1,HUNGARY,2021,Subsector,2.  Industrial processes and product use,
C.  Metal industry,838.3598557628966,0.1209200168663,,,,Summary1.As1,HUNGARY,2021,Subsector,2.  Industrial processes and product use,
D.  Non-energy products from fuels and solvent use ,102.74537926381949,,,,,Summary1.As1,HUNGARY,2021,Subsector,2.  Industrial processes and product use,
F.  Product uses as substitutes for ODS,,,,1.76256626487883,,Summary1.As1,HUNGARY,2021,Subsector,2.  Industrial processes and product use,1862.4600175817811
G.  Other product manufacture and use ,,,0.82950709090909,,0.00412933956806,Summary1.As1,HUNGARY,2021,Subsector,2.  Industrial processes and product use,
H.  Other(3),,,,,,Summary1.As1,HUNGARY,2021,Subsector,2.  Industrial processes and product use,
A.  Enteric fermentation,,164.8213652129124,,,,Summary1.As2,HUNGARY,1986,Subsector,3.  Agriculture,
B.  Manure management,,50.74319960490784,3.09119295354663,,,Summary1.As2,HUNGARY,1986,Subsector,3.  Agriculture,
C.  Rice cultivation,,3.14638042737193,,,,Summary1.As2,HUNGARY,1986,Subsector,3.  Agriculture,
D.  Agricultural soils,,,17.38053415328933,,,Summary1.As2,HUNGARY,1986,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,1.78552257011077,0.04629132589176,,,Summary1.As2,HUNGARY,1986,Subsector,3.  Agriculture,
G. Liming,115.97351018,,,,,Summary1.As2,HUNGARY,1986,Subsector,3.  Agriculture,
H. Urea application,230.68319360033243,,,,,Summary1.As2,HUNGARY,1986,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,48.06388888888889,,,,,Summary1.As2,HUNGARY,1986,Subsector,3.  Agriculture,
A. Forest land (4),-3417.276869530316,0.53497581120972,0.05803600657756,,,Summary1.As2,HUNGARY,1986,Subsector,3.  Agriculture,
C. Grassland (4),24.7571998211385,0.28081364769036,0.02563950696303,,,Summary1.As2,HUNGARY,1986,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),249.78829646246447,,0.00047893371429,,,Summary1.As2,HUNGARY,1986,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),61.51589036373666,,0.00076849818194,,,Summary1.As2,HUNGARY,1986,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-305.7752073594347,,,,,Summary1.As2,HUNGARY,1986,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,83.74511719945036,,,,Summary1.As2,HUNGARY,1986,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.2,0.012,,,Summary1.As2,HUNGARY,1986,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,1986,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,161.48343919555828,,,,Summary1.As2,HUNGARY,1987,Subsector,3.  Agriculture,
B.  Manure management,,50.18071069417186,3.0841968887251,,,Summary1.As2,HUNGARY,1987,Subsector,3.  Agriculture,
C.  Rice cultivation,,3.5673198495184,,,,Summary1.As2,HUNGARY,1987,Subsector,3.  Agriculture,
D.  Agricultural soils,,,17.71807426546313,,,Summary1.As2,HUNGARY,1987,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,1.41760769638681,0.03675279212854,,,Summary1.As2,HUNGARY,1987,Subsector,3.  Agriculture,
G. Liming,169.16390282,,,,,Summary1.As2,HUNGARY,1987,Subsector,3.  Agriculture,
H. Urea application,256.1124097449483,,,,,Summary1.As2,HUNGARY,1987,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,47.40185185185185,,,,,Summary1.As2,HUNGARY,1987,Subsector,3.  Agriculture,
A. Forest land (4),-3749.749872072215,0.51724079412396,0.05705492052601,,,Summary1.As2,HUNGARY,1987,Subsector,3.  Agriculture,
C. Grassland (4),-24.52415640094312,0.28081364769036,0.02563950696303,,,Summary1.As2,HUNGARY,1987,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),268.425185633822,,0.00047893371429,,,Summary1.As2,HUNGARY,1987,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),63.41600213044241,,0.00115274727291,,,Summary1.As2,HUNGARY,1987,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-302.5707915423326,,,,,Summary1.As2,HUNGARY,1987,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,88.40106197172555,,,,Summary1.As2,HUNGARY,1987,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.2,0.012,,,Summary1.As2,HUNGARY,1987,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,1987,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,159.17611126252712,,,,Summary1.As2,HUNGARY,1988,Subsector,3.  Agriculture,
B.  Manure management,,49.78222485077908,2.99399000280173,,,Summary1.As2,HUNGARY,1988,Subsector,3.  Agriculture,
C.  Rice cultivation,,3.53221906383588,,,,Summary1.As2,HUNGARY,1988,Subsector,3.  Agriculture,
D.  Agricultural soils,,,17.25656725923116,,,Summary1.As2,HUNGARY,1988,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.96615713470179,0.02504851830709,,,Summary1.As2,HUNGARY,1988,Subsector,3.  Agriculture,
G. Liming,165.05431557999998,,,,,Summary1.As2,HUNGARY,1988,Subsector,3.  Agriculture,
H. Urea application,277.9273342603445,,,,,Summary1.As2,HUNGARY,1988,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,33.87479847966488,,,,,Summary1.As2,HUNGARY,1988,Subsector,3.  Agriculture,
A. Forest land (4),-4021.939986609598,0.51143799608148,0.05673391467685,,,Summary1.As2,HUNGARY,1988,Subsector,3.  Agriculture,
C. Grassland (4),-27.65093120153158,0.28081364769036,0.02563950696303,,,Summary1.As2,HUNGARY,1988,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),248.7514710074092,,0.00047893371429,,,Summary1.As2,HUNGARY,1988,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),65.31087883398843,,0.00153699636389,,,Summary1.As2,HUNGARY,1988,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-251.9922861113528,,,,,Summary1.As2,HUNGARY,1988,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,93.07312469851868,,,,Summary1.As2,HUNGARY,1988,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.2,0.012,,,Summary1.As2,HUNGARY,1988,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,1988,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,154.6519804374645,,,,Summary1.As2,HUNGARY,1989,Subsector,3.  Agriculture,
B.  Manure management,,48.2588647503656,2.91528351709663,,,Summary1.As2,HUNGARY,1989,Subsector,3.  Agriculture,
C.  Rice cultivation,,3.23764247014647,,,,Summary1.As2,HUNGARY,1989,Subsector,3.  Agriculture,
D.  Agricultural soils,,,16.70818133823312,,,Summary1.As2,HUNGARY,1989,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.51635992599043,0.01338710919235,,,Summary1.As2,HUNGARY,1989,Subsector,3.  Agriculture,
G. Liming,163.63798352,,,,,Summary1.As2,HUNGARY,1989,Subsector,3.  Agriculture,
H. Urea application,273.70857893836467,,,,,Summary1.As2,HUNGARY,1989,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,37.98063023743017,,,,,Summary1.As2,HUNGARY,1989,Subsector,3.  Agriculture,
A. Forest land (4),-2820.45488549474,0.51445752137627,0.05690095224635,,,Summary1.As2,HUNGARY,1989,Subsector,3.  Agriculture,
C. Grassland (4),-34.30948468669843,0.28081364769036,0.02839565665896,,,Summary1.As2,HUNGARY,1989,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),220.4377094511065,,0.00047893371429,,,Summary1.As2,HUNGARY,1989,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),67.20839854865817,,0.00280707889014,,,Summary1.As2,HUNGARY,1989,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-373.5387223987474,,,,,Summary1.As2,HUNGARY,1989,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,97.52177314500436,,,,Summary1.As2,HUNGARY,1989,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.2,0.012,,,Summary1.As2,HUNGARY,1989,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,1989,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,146.70051349087504,,,,Summary1.As2,HUNGARY,1990,Subsector,3.  Agriculture,
B.  Manure management,,47.65826257544026,2.85885875877948,,,Summary1.As2,HUNGARY,1990,Subsector,3.  Agriculture,
C.  Rice cultivation,,3.24007252453987,,,,Summary1.As2,HUNGARY,1990,Subsector,3.  Agriculture,
D.  Agricultural soils,,,12.88510034730307,,,Summary1.As2,HUNGARY,1990,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.03390905485373,0.00087912364436,,,Summary1.As2,HUNGARY,1990,Subsector,3.  Agriculture,
G. Liming,190.86402896,,,,,Summary1.As2,HUNGARY,1990,Subsector,3.  Agriculture,
H. Urea application,171.1495009642201,,,,,Summary1.As2,HUNGARY,1990,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,22.73317975072361,,,,,Summary1.As2,HUNGARY,1990,Subsector,3.  Agriculture,
A. Forest land (4),-3432.5745529033074,0.48611009315109,0.0553327966424,,,Summary1.As2,HUNGARY,1990,Subsector,3.  Agriculture,
C. Grassland (4),-34.14270639344579,0.28081364769036,0.04017824376541,,,Summary1.As2,HUNGARY,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),199.46601434901663,,0.00047893371429,,,Summary1.As2,HUNGARY,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),95.51828077502395,,0.00710411544526,,,Summary1.As2,HUNGARY,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-315.1449936474401,,,,,Summary1.As2,HUNGARY,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,101.32396686315047,,,,Summary1.As2,HUNGARY,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.2,0.012,,,Summary1.As2,HUNGARY,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,139.1872404315203,,,,Summary1.As2,HUNGARY,1991,Subsector,3.  Agriculture,
B.  Manure management,,43.74343150835656,2.64451132325798,,,Summary1.As2,HUNGARY,1991,Subsector,3.  Agriculture,
C.  Rice cultivation,,2.4300543934049,,,,Summary1.As2,HUNGARY,1991,Subsector,3.  Agriculture,
D.  Agricultural soils,,,9.36102027063081,,,Summary1.As2,HUNGARY,1991,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.0181546219887,0.00047067538489,,,Summary1.As2,HUNGARY,1991,Subsector,3.  Agriculture,
G. Liming,187.65334632,,,,,Summary1.As2,HUNGARY,1991,Subsector,3.  Agriculture,
H. Urea application,79.90933556350859,,,,,Summary1.As2,HUNGARY,1991,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,6.63535666384152,,,,,Summary1.As2,HUNGARY,1991,Subsector,3.  Agriculture,
A. Forest land (4),-2864.36024361895,0.47016325036951,0.0544506308715,,,Summary1.As2,HUNGARY,1991,Subsector,3.  Agriculture,
C. Grassland (4),34.52877091030777,0.28081364769036,0.02748125495467,,,Summary1.As2,HUNGARY,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),124.9979923845979,,0.00047893371429,,,Summary1.As2,HUNGARY,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),68.97820789578196,,0.00387284049645,,,Summary1.As2,HUNGARY,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-81.06503548579465,,,,,Summary1.As2,HUNGARY,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,105.09226000561388,,,,Summary1.As2,HUNGARY,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.2,0.012,,,Summary1.As2,HUNGARY,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,120.60293904327963,,,,Summary1.As2,HUNGARY,1992,Subsector,3.  Agriculture,
B.  Manure management,,36.79134786141589,2.27034736101316,,,Summary1.As2,HUNGARY,1992,Subsector,3.  Agriculture,
C.  Rice cultivation,,1.35003021855828,,,,Summary1.As2,HUNGARY,1992,Subsector,3.  Agriculture,
D.  Agricultural soils,,,7.99294563831635,,,Summary1.As2,HUNGARY,1992,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.01306485923707,0.00033871857281,,,Summary1.As2,HUNGARY,1992,Subsector,3.  Agriculture,
G. Liming,162.9240382,,,,,Summary1.As2,HUNGARY,1992,Subsector,3.  Agriculture,
H. Urea application,57.35702041452392,,,,,Summary1.As2,HUNGARY,1992,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,16.33024691358025,,,,,Summary1.As2,HUNGARY,1992,Subsector,3.  Agriculture,
A. Forest land (4),-3496.30881519276,0.43220878388427,0.05235102208721,,,Summary1.As2,HUNGARY,1992,Subsector,3.  Agriculture,
C. Grassland (4),-3.47635149036758,0.28081364769036,0.04044288144253,,,Summary1.As2,HUNGARY,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),84.07605049269279,,0.00047893371429,,,Summary1.As2,HUNGARY,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),53.57993661300362,,0.00877401461297,,,Summary1.As2,HUNGARY,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,105.9007258497219,,,,,Summary1.As2,HUNGARY,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,107.32708853881483,,,,Summary1.As2,HUNGARY,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.2,0.012,,,Summary1.As2,HUNGARY,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,101.91118796393644,,,,Summary1.As2,HUNGARY,1993,Subsector,3.  Agriculture,
B.  Manure management,,32.69891922121935,1.97400356766759,,,Summary1.As2,HUNGARY,1993,Subsector,3.  Agriculture,
C.  Rice cultivation,,1.35003021855828,,,,Summary1.As2,HUNGARY,1993,Subsector,3.  Agriculture,
D.  Agricultural soils,,,7.46700189412644,,,Summary1.As2,HUNGARY,1993,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.01127748435773,0.00029237922409,,,Summary1.As2,HUNGARY,1993,Subsector,3.  Agriculture,
G. Liming,128.47220188,,,,,Summary1.As2,HUNGARY,1993,Subsector,3.  Agriculture,
H. Urea application,55.02155363272439,,,,,Summary1.As2,HUNGARY,1993,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,11.95121200939899,,,,,Summary1.As2,HUNGARY,1993,Subsector,3.  Agriculture,
A. Forest land (4),-6082.818295271382,0.37343701620624,0.0490998179178,,,Summary1.As2,HUNGARY,1993,Subsector,3.  Agriculture,
C. Grassland (4),-53.15732167293234,0.28081364769036,0.06211697839915,,,Summary1.As2,HUNGARY,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),150.66544388634162,,0.00047893371429,,,Summary1.As2,HUNGARY,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),82.19873373955258,,0.01635512690201,,,Summary1.As2,HUNGARY,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,56.77477569785302,,,,,Summary1.As2,HUNGARY,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,109.990449702181,,,,Summary1.As2,HUNGARY,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.2,0.012,,,Summary1.As2,HUNGARY,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,89.91725935452715,,,,Summary1.As2,HUNGARY,1994,Subsector,3.  Agriculture,
B.  Manure management,,29.10152792934801,1.77963867238882,,,Summary1.As2,HUNGARY,1994,Subsector,3.  Agriculture,
C.  Rice cultivation,,1.35003021855828,,,,Summary1.As2,HUNGARY,1994,Subsector,3.  Agriculture,
D.  Agricultural soils,,,8.73335447990637,,,Summary1.As2,HUNGARY,1994,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.01314997232656,0.00034092520847,,,Summary1.As2,HUNGARY,1994,Subsector,3.  Agriculture,
G. Liming,99.96396212,,,,,Summary1.As2,HUNGARY,1994,Subsector,3.  Agriculture,
H. Urea application,50.47335872283868,,,,,Summary1.As2,HUNGARY,1994,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,8.46325156859331,,,,,Summary1.As2,HUNGARY,1994,Subsector,3.  Agriculture,
A. Forest land (4),-6501.988169732067,0.37596185431601,0.04923948981323,,,Summary1.As2,HUNGARY,1994,Subsector,3.  Agriculture,
C. Grassland (4),-76.18576678195728,0.28081364769036,0.07170514094923,,,Summary1.As2,HUNGARY,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),90.94243121120518,,0.00047893371429,,,Summary1.As2,HUNGARY,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),72.31863757989555,,0.02001236085763,,,Summary1.As2,HUNGARY,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-55.29074907313091,,,,,Summary1.As2,HUNGARY,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,112.0485805811612,,,,Summary1.As2,HUNGARY,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.2,0.012,,,Summary1.As2,HUNGARY,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),96.8785481457,0.01587170313504,0.0054963520132,,,Summary1.As2,HUNGARY,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,88.06850476611272,,,,Summary1.As2,HUNGARY,1995,Subsector,3.  Agriculture,
B.  Manure management,,28.72082402791943,1.7815977389914,,,Summary1.As2,HUNGARY,1995,Subsector,3.  Agriculture,
